RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1539,26620937,White,899,Canada,Male,27,2,177491.98,3,1,1,104122.85,0
1540,41984287,Foster,646,Canada,Female,24,8,47835.26,2,1,0,201664.7,0
1541,52413492,Hill,331,Australia,Male,39,8,294515.93,3,1,1,176123.26,1
1542,20528294,Bailey,432,Canada,Male,40,12,77912.73,4,1,1,206502.28,0
1543,29369886,Moore,875,Australia,Male,29,3,208804.85,1,1,0,100748.4,0
1544,14810833,Kim,498,USA,Male,56,0,196813.52,4,1,0,209071.09,0
1545,33480675,Hall,555,USA,Female,30,0,207405.44,3,0,0,238168.5,1
1546,94328141,Mendoza,641,Australia,Male,57,11,128998.47,5,1,1,80197.72,0
1547,38500556,Gray,530,UK,Male,76,8,22299.54,2,0,0,183893.85,0
1548,42073692,Lopez,600,UK,Male,30,5,294002.21,4,1,1,28527.42,0
1549,47316107,Carter,846,USA,Female,50,4,57457.75,3,0,1,137445.88,0
1550,37427110,Sanders,325,Italy,Male,48,12,230916.09,1,0,0,51739.88,0
1551,34192961,Walker,834,UK,Male,65,14,41272.05,3,0,0,210745.53,1
1552,34859871,Alvarez,773,Australia,Male,68,11,84359.1,1,1,0,112357.47,0
1553,69844250,Perez,686,USA,Male,45,14,167965.99,5,0,1,157012.38,0
1554,63412976,Baker,584,Canada,Male,36,9,124040.81,2,0,1,151813.9,0
1555,39263888,Alvarez,749,Canada,Female,38,12,287479.95,4,0,1,39506.1,0
1556,52106078,Murphy,619,UK,Male,49,2,254305.56,3,0,1,38533.59,0
1557,17281505,Kim,455,Italy,Female,43,2,276537.1,3,1,0,149308.85,1
1558,48679227,Harris,770,Brazil,Female,79,1,192208.97,4,0,1,89020.53,1
1559,48965695,Gomez,719,UK,Male,30,12,65674.71,1,0,1,41181.62,0
1560,47518167,Miller,412,Italy,Male,46,6,155549.83,2,0,0,87850.61,0
1561,36540396,Garcia,721,UK,Female,24,8,229660.02,5,0,0,59802.64,0
1562,24812143,White,897,Canada,Male,64,5,19415.47,4,0,1,24320.49,0
1563,66825157,Jackson,584,Italy,Male,43,9,258935.12,2,1,1,104261.16,0
1564,18989138,Chavez,871,Canada,Female,23,0,189405.28,3,0,1,174974.59,1
1565,57364509,Jimenez,353,Australia,Male,49,5,217071.44,2,1,0,41612.46,0
1566,89146438,Rodriguez,624,Australia,Female,53,15,208288.63,5,1,1,152507.02,1
1567,53020873,Scott,757,USA,Female,71,10,254328.72,2,0,1,50637.39,0
1568,83663899,Flores,564,Canada,Male,40,7,26256.28,3,1,0,31069.71,0
1569,42735803,Castillo,681,Canada,Male,69,7,113113.18,5,1,0,36672.68,0
1570,25886372,White,512,USA,Female,28,13,150784.98,5,0,0,64304.57,0
1571,47622748,Mitchell,632,Australia,Female,73,9,163979.16,5,0,1,124418.33,0
1572,42456981,Morales,309,Australia,Male,38,12,282766.55,3,0,0,119457.25,0
1573,85176851,Morgan,657,Italy,Female,36,15,12739.15,1,1,0,126966.0,1
1574,11656671,Evans,502,Italy,Female,51,2,259918.01,3,0,0,103331.84,0
1575,99567715,Turner,357,Brazil,Male,66,12,165570.32,1,1,1,221842.31,1
1576,32922481,Adams,793,Australia,Male,64,0,166388.45,1,0,0,222877.26,1
1577,52081603,Hall,809,Brazil,Female,69,4,96099.1,3,0,0,169607.66,0
1578,94669146,Hughes,522,UK,Male,67,5,193086.06,2,1,0,91150.88,0
1579,53497663,Wilson,668,Canada,Female,61,9,193923.94,3,0,1,58480.87,0
1580,98785936,Lewis,717,Italy,Female,52,8,56788.19,5,1,0,178966.99,1
1581,30833173,Garcia,846,UK,Male,66,1,203101.78,2,1,0,249186.96,0
1582,94483977,Miller,402,Italy,Female,48,13,80011.9,4,0,1,207542.23,1
1583,30718453,Torres,460,USA,Female,63,0,206636.0,4,1,1,92030.93,0
1584,19161408,Evans,499,Canada,Female,46,14,183582.9,4,0,0,60079.21,0
1585,62374647,Moore,459,Brazil,Male,23,6,214785.59,5,0,1,207146.01,0
1586,72242810,Gray,435,Brazil,Male,53,1,5909.94,5,0,0,109526.11,0
1587,47214417,Nguyen,697,Italy,Female,70,10,37609.69,1,1,1,152467.87,0
1588,30353727,Collins,691,Australia,Female,48,14,252060.2,5,1,1,24988.62,1
1589,95050030,Smith,405,Brazil,Female,49,1,114216.98,1,1,1,204499.98,0
1590,10549148,Ortiz,882,USA,Male,57,2,251015.51,4,0,0,62530.87,0
1591,46328139,Baker,888,USA,Female,76,13,18802.28,3,0,1,194425.75,0
1592,31845218,Campbell,353,Australia,Male,37,3,230811.41,3,0,0,170172.1,0
1593,12773939,Wright,576,USA,Female,39,12,25130.11,5,1,1,111936.52,0
1594,45490172,Gray,410,Canada,Female,20,6,140497.99,4,1,0,140375.48,1
1595,46989387,Price,523,Italy,Male,25,0,281272.09,4,0,1,141343.17,0
1596,23426716,Reyes,374,USA,Male,62,12,23303.42,1,0,0,67933.51,0
1597,48710304,Hughes,805,Canada,Male,36,5,105198.64,1,1,0,45372.32,1
1598,57718021,Phillips,313,Australia,Female,48,10,155504.58,4,1,0,205369.69,0
1599,95440590,Davis,781,Italy,Female,49,6,269837.19,5,1,0,177171.44,0
1600,36996639,Richardson,488,Australia,Male,32,15,99782.16,5,1,0,161019.88,0
1601,97649202,Green,663,Italy,Male,72,2,242112.48,4,0,1,80414.38,0
1602,20774986,Williams,538,USA,Female,56,2,215451.91,3,1,0,109494.89,0
1603,14421590,Myers,700,USA,Female,48,1,92120.21,3,1,1,49607.44,0
1604,46089369,Morgan,603,Italy,Male,20,4,102243.97,1,0,1,192287.42,0
1605,21546081,Wood,390,Canada,Female,68,15,57303.66,4,0,1,18539.51,1
1606,39221379,Wilson,691,Canada,Male,75,6,207888.71,3,0,1,15676.79,0
1607,95604304,Myers,483,Canada,Female,49,10,168930.72,5,0,1,137425.25,1
1608,46265058,Sanchez,316,UK,Male,27,11,46485.63,2,1,0,95894.83,1
1609,69644300,Cooper,311,Brazil,Female,45,13,186021.08,2,0,1,48803.27,0
1610,54924392,Edwards,465,Brazil,Female,44,2,149594.89,4,1,0,184915.52,1
1611,41670310,Jimenez,445,Brazil,Female,65,6,27776.99,1,1,0,234037.54,0
1612,68237814,Flores,581,Canada,Male,63,7,286111.03,2,1,1,80958.02,1
1613,67641756,Gomez,848,USA,Male,57,12,250426.73,5,0,0,156625.46,0
1614,36552476,Jones,881,UK,Male,60,2,21307.24,5,0,1,190040.71,1
1615,83548874,Kim,468,Canada,Female,48,10,279380.38,5,1,0,159714.05,0
1616,18674163,Young,469,USA,Female,68,0,275003.35,2,1,0,104998.19,0
1617,95388417,Richardson,645,UK,Male,51,2,12654.91,3,0,1,145571.48,0
1618,58548947,Smith,798,USA,Female,22,12,60443.68,5,0,0,185281.05,1
1619,37209162,Kim,759,Italy,Male,28,5,210722.52,1,1,0,236650.48,0
1620,67396048,Turner,596,USA,Female,24,0,280372.07,4,0,0,196501.87,0
1621,10224695,Hernandez,441,UK,Female,25,8,246934.42,4,0,1,89042.33,0
1622,63773276,Evans,352,Canada,Female,34,2,84569.36,4,1,1,172880.06,0
1623,36267668,Davis,417,Brazil,Male,61,2,10031.57,3,0,0,230312.62,0
1624,24063918,Harris,664,UK,Male,67,11,141866.22,4,1,0,136959.9,0
1625,67884623,Flores,435,Canada,Male,78,6,27588.52,4,0,1,37463.69,0
1626,68454884,Young,713,Canada,Female,56,6,73588.87,2,1,0,165675.54,0
1627,68093498,Mendoza,376,Australia,Female,58,12,192029.12,3,1,1,157168.62,0
1628,53353746,Ramirez,856,Italy,Female,68,5,148505.68,3,0,1,46591.65,0
1629,30610500,Cox,317,Australia,Female,31,6,113015.78,2,0,0,71297.41,0
1630,75402242,Williams,702,Brazil,Male,41,4,278988.7,1,0,1,172901.07,0
1631,23245696,Jimenez,504,UK,Male,47,15,57889.85,4,1,1,243809.24,1
1632,45402297,Price,798,Australia,Female,75,7,146243.47,1,0,0,55838.38,0
1633,92030459,Wood,623,Brazil,Male,68,9,172048.55,2,1,1,159309.97,0
1634,34363941,Ward,894,Canada,Female,69,13,96582.61,2,1,0,126354.88,0
1635,58123406,Morris,861,UK,Female,67,1,211589.23,2,0,0,94824.75,0
1636,65229602,Clark,580,Australia,Male,74,4,260183.6,2,1,1,229837.99,0
1637,11074961,Hall,465,USA,Male,79,10,162443.68,5,1,1,235252.64,0
1638,98511758,Alvarez,542,Brazil,Male,32,8,234401.08,2,1,0,53379.77,0
1639,21950571,Harris,778,Brazil,Female,70,3,18288.49,1,0,1,180984.27,0
1640,29155151,Stewart,463,Italy,Female,70,7,46134.77,2,0,0,196901.31,0
1641,61465754,Baker,623,USA,Female,21,2,138607.66,1,0,0,231966.34,0
1642,22866619,Long,867,UK,Male,30,5,276305.96,2,0,0,32187.07,0
1643,79583832,Rivera,850,Australia,Male,22,7,159477.44,2,0,0,234000.65,0
1644,99858638,Wilson,507,Canada,Male,48,13,129690.64,5,0,1,72894.19,0
1645,79551130,Davis,614,Australia,Male,29,8,180032.27,2,0,0,216679.72,0
1646,14437677,Mitchell,603,UK,Male,47,13,37339.74,4,0,1,209627.44,0
1647,57347699,Wilson,538,UK,Male,66,12,196104.19,5,1,0,201498.36,0
1648,86716230,Cook,523,UK,Male,27,6,28206.34,5,1,0,84032.98,1
1649,15241218,Richardson,387,UK,Female,47,5,173037.99,4,0,0,193535.91,1
1650,76777436,Brooks,836,Brazil,Male,43,10,214317.01,5,1,0,76527.24,1
1651,36821567,Miller,728,Australia,Male,61,5,123452.24,2,1,1,87793.99,0
1652,65482283,Ward,519,USA,Female,23,11,273270.82,4,0,0,207032.48,0
1653,15481140,Mendoza,574,Canada,Female,44,14,45609.61,2,0,0,152316.13,1
1654,33991831,Carter,365,Canada,Male,37,5,51287.54,5,0,1,85822.03,0
1655,72697275,Diaz,891,Italy,Female,45,14,155074.32,3,0,0,179398.2,0
1656,75658413,Gonzalez,722,Brazil,Male,37,9,279496.61,4,0,1,216539.44,0
1657,64856856,Reed,554,UK,Male,29,8,117209.58,1,0,0,146033.76,0
1658,15290717,Parker,424,UK,Male,62,2,277919.96,5,0,0,66392.92,0
1659,29659206,Parker,445,UK,Female,38,3,208042.47,3,1,0,151240.94,0
1660,10797968,Anderson,684,Brazil,Female,47,2,234766.57,5,0,0,152611.56,0
1661,68224509,Cruz,746,USA,Male,66,12,281361.21,2,1,0,163262.37,0
1662,65940773,Edwards,686,UK,Female,69,8,171698.5,2,1,0,198483.04,0
1663,39163439,Wright,682,Italy,Male,27,15,192495.88,2,0,0,245492.99,1
1664,29651515,Mendoza,576,Italy,Male,68,12,173697.13,3,0,0,40833.19,0
1665,17339838,Long,681,USA,Female,22,15,235457.57,2,1,0,60032.56,0
1666,93629045,Thomas,423,Brazil,Female,75,13,82021.89,5,0,1,206515.75,0
1667,67661940,Davis,566,UK,Female,54,4,236414.35,5,1,0,139301.37,0
1668,91576052,Castillo,410,Australia,Male,25,13,214063.69,5,1,1,190221.18,0
1669,80047063,Gray,680,Australia,Female,47,9,180619.85,4,1,1,112758.97,0
1670,77007551,Hall,457,Canada,Female,34,12,11637.52,5,1,1,212130.83,0
1671,86107468,Patel,847,USA,Female,20,7,232363.19,2,1,1,113974.63,0
1672,59909831,Flores,898,Australia,Male,38,11,39727.79,4,0,0,237471.62,0
1673,52721553,Turner,417,Canada,Male,33,7,288591.58,4,1,0,106893.79,0
1674,85134271,Wilson,627,Italy,Male,49,8,24447.93,4,1,0,81128.44,0
1675,98240465,Collins,367,Canada,Male,44,9,216082.67,4,0,0,38976.08,0
1676,58055661,Sanders,733,UK,Male,68,6,108127.71,3,1,0,214398.24,0
1677,35554414,Evans,658,UK,Female,23,2,220707.12,5,0,1,238100.29,0
1678,36931806,Clark,742,Italy,Female,59,4,155685.81,3,0,1,225158.25,0
1679,23476005,Campbell,463,USA,Male,33,2,188851.57,1,1,1,193588.47,1
1680,54721695,Richardson,660,Brazil,Female,62,1,22631.02,3,0,0,116587.4,0
1681,13151882,Garcia,884,UK,Male,20,2,289943.73,4,1,0,87378.97,0
1682,42134444,Diaz,418,UK,Male,71,11,1153.94,5,1,1,81873.45,0
1683,40319320,Long,494,Canada,Male,57,9,282347.84,5,1,1,193497.34,0
1684,80318880,Baker,887,Canada,Male,37,8,170475.06,2,1,1,96043.56,0
1685,75062907,Moore,540,Canada,Male,57,8,77481.04,3,1,1,199502.87,1
1686,16737320,Thomas,808,Australia,Male,24,7,191318.33,5,0,0,245835.38,1
1687,45943815,Lopez,864,Italy,Female,76,6,201869.14,1,0,1,59378.31,0
1688,33773962,Martin,441,USA,Female,28,0,219099.49,1,1,1,41816.37,1
1689,60495701,Hall,330,Canada,Female,46,8,4931.33,3,1,1,43072.17,0
1690,58018519,Murphy,522,USA,Female,69,9,294834.72,2,1,1,28864.49,0
1691,99859624,Collins,565,Canada,Female,20,1,185373.88,1,1,1,177367.83,0
1692,48836811,Castillo,581,UK,Female,38,5,113260.86,2,0,0,154351.02,0
1693,86934008,Sanders,680,USA,Male,70,9,171195.12,3,1,1,147652.23,1
1694,46097069,Hughes,855,Australia,Male,49,4,53526.55,5,1,1,151678.54,0
1695,85142815,Perez,361,Canada,Male,47,5,74179.97,2,0,1,31341.89,1
1696,88888398,Long,820,Brazil,Male,56,7,25733.85,1,0,1,83444.27,0
1697,68438965,Campbell,370,Italy,Female,28,7,263770.09,2,0,0,77474.03,0
1698,74274067,Lewis,835,UK,Male,34,9,75480.03,5,0,1,127571.02,0
1699,19734816,Bennett,439,Canada,Female,42,1,221913.14,5,0,1,221564.26,0
1700,51965471,Hall,615,USA,Female,67,6,82259.6,1,1,0,243457.9,1
1701,26052465,Kim,639,Canada,Female,42,1,43796.59,2,1,0,158831.06,0
1702,69963387,Rodriguez,889,UK,Female,26,0,32440.34,2,1,1,72996.41,0
1703,52590048,White,827,Italy,Female,62,11,258073.31,4,1,0,104460.74,0
1704,86070913,Anderson,840,Italy,Female,46,7,35921.04,1,0,0,91471.69,0
1705,22851424,Scott,715,Italy,Male,79,8,26144.75,2,0,0,62955.91,1
1706,42356072,Gonzalez,766,Brazil,Male,32,13,2806.44,3,0,0,244948.46,1
1707,39536204,Price,674,UK,Male,36,6,109932.01,4,0,0,45916.63,0
1708,95936029,Baker,590,Brazil,Male,32,3,282806.16,1,0,1,148108.62,0
1709,18388512,Peterson,342,Brazil,Male,56,6,272594.96,5,1,0,202688.38,0
1710,61599948,Bailey,352,Canada,Male,52,3,34515.81,1,1,0,235801.41,0
1711,79056627,Cox,531,UK,Male,73,6,3748.42,3,1,0,62223.77,0
1712,70350105,Ramos,511,UK,Female,57,3,225302.26,3,0,1,60183.75,0
1713,51208934,Scott,307,Canada,Female,30,14,91943.19,5,1,0,131842.52,0
1714,43138881,Stewart,782,Australia,Male,33,13,250403.09,5,1,1,105321.71,0
1715,47436581,Watson,341,Brazil,Male,20,13,64628.83,5,1,0,73593.66,0
1716,31650278,Flores,632,Italy,Female,70,8,147662.58,4,0,1,37182.83,0
1717,67376857,Castillo,532,USA,Male,48,4,9883.81,3,0,1,100691.49,0
1718,18439469,Clark,369,Brazil,Female,72,6,268414.45,5,0,1,81168.79,1
1719,34455289,Smith,315,USA,Male,18,10,53392.8,3,1,0,55425.51,0
1720,93050481,King,368,Canada,Female,52,7,88410.91,4,1,1,101517.89,0
1721,48400142,Ortiz,352,USA,Female,33,4,143910.12,4,0,1,34183.73,0
1722,64332385,Mendoza,678,Australia,Male,18,0,81380.65,3,1,1,230521.74,0
1723,52664041,Lee,762,UK,Male,67,3,12049.03,5,1,0,155765.56,0
1724,58243574,Allen,826,Italy,Female,31,2,8725.84,1,1,1,127622.67,0
1725,70711339,Miller,362,USA,Male,79,12,286563.98,2,1,0,45471.55,0
1726,56462256,Cook,560,USA,Male,24,6,97648.9,3,0,1,197698.58,0
1727,70344167,Williams,799,Canada,Female,40,5,100317.48,4,1,0,32720.95,1
1728,59092554,Gomez,420,Canada,Female,52,14,276869.99,5,0,0,246496.57,0
1729,91500098,Ward,539,UK,Male,46,5,250846.1,2,0,1,213044.4,0
1730,11443717,Patel,764,Italy,Male,39,1,206082.48,3,1,0,125678.47,0
1731,14409352,Turner,406,USA,Female,33,15,197551.73,1,0,1,172875.36,0
1732,98997222,Richardson,479,UK,Female,46,15,240325.72,1,0,0,35896.81,1
1733,92438366,Kelly,315,Italy,Female,23,5,50662.63,4,1,0,129805.42,0
1734,53148703,Castillo,654,UK,Male,35,7,199282.46,4,0,1,207598.09,1
1735,85530792,Collins,608,USA,Female,46,4,29519.58,4,1,0,33376.1,0
1736,52307399,Garcia,888,Canada,Male,42,8,37953.82,3,1,0,66003.74,0
1737,11308507,Lewis,480,Canada,Female,62,10,72826.83,1,1,0,197665.76,0
1738,97952701,Taylor,473,Canada,Male,73,1,212941.14,1,1,0,122726.26,0
1739,19331795,Reyes,653,Australia,Male,19,6,267763.56,4,1,0,171264.68,0
1740,89491182,Perez,653,UK,Female,61,5,207235.89,4,0,0,207263.87,0
1741,19986298,White,518,USA,Male,49,13,124986.91,5,0,1,49182.18,0
1742,77209598,Watson,614,UK,Female,53,14,154098.37,1,0,1,125109.88,0
1743,85655174,James,733,Canada,Male,49,10,213697.74,4,0,1,147209.98,0
1744,29628490,Gomez,581,Brazil,Male,58,10,183984.57,4,1,1,159521.78,0
1745,95111891,Roberts,558,Brazil,Male,37,14,158840.26,4,0,0,214225.57,0
1746,80189955,Hernandez,858,UK,Female,72,12,71037.74,5,0,1,126946.04,0
1747,26002437,Parker,304,Italy,Female,54,5,185088.28,1,1,0,89549.4,0
1748,30606265,Peterson,873,Brazil,Male,59,3,5600.45,1,1,1,203562.19,1
1749,21091989,Adams,895,Brazil,Female,55,13,168016.19,1,0,0,225765.5,1
1750,73644057,Hill,693,UK,Male,50,12,246223.52,5,1,0,99287.89,1
1751,62200318,Morgan,635,Australia,Female,69,9,53925.16,3,1,1,185690.17,1
1752,89790594,Mitchell,362,Australia,Female,22,8,34263.13,5,0,0,64799.05,1
1753,50819838,Cruz,343,Canada,Male,23,5,291070.55,2,0,0,36169.06,1
1754,43283771,Lee,452,USA,Male,39,12,253039.0,5,0,1,103485.95,1
1755,65145321,Brooks,455,Italy,Male,38,11,90600.35,2,1,0,110635.72,0
1756,14755469,Foster,777,USA,Female,36,7,62571.83,4,0,0,41792.67,1
1757,92162634,Martin,574,USA,Male,60,7,100211.81,2,0,1,39031.85,0
1758,36098641,Anderson,657,Italy,Male,32,3,129367.49,5,0,0,180961.08,0
1759,24150540,Morgan,725,Australia,Female,51,4,246324.87,3,0,1,183921.6,0
1760,55221400,Kim,831,Brazil,Female,64,1,71761.12,1,0,0,32036.73,0
1761,11992825,Gomez,782,Canada,Male,24,3,216253.52,5,0,0,134086.89,0
1762,80941842,Ramos,513,UK,Male,34,11,278787.29,1,0,1,146523.22,1
1763,40559798,Morris,378,Australia,Female,61,5,113853.66,2,0,1,132169.11,0
1764,16152941,James,438,Canada,Female,61,13,7814.07,4,1,1,245109.57,0
1765,46286070,Torres,397,Brazil,Female,22,14,248284.93,4,1,0,122564.72,1
1766,20556086,Garcia,497,Australia,Female,69,1,212524.16,5,1,0,143138.29,0
1767,63307679,Peterson,455,Italy,Male,56,1,44720.94,2,1,1,87890.04,1
1768,33289643,Sanchez,349,USA,Male,19,9,179071.67,2,1,0,74282.95,1
1769,99597893,Davis,778,Italy,Female,44,6,247444.94,1,0,1,207453.88,1
1770,11940369,Reed,527,Brazil,Male,62,9,54309.54,2,0,1,233062.28,0
1771,51681557,Price,756,UK,Male,41,4,66870.56,3,0,1,90611.34,0
1772,95103140,Brown,821,Italy,Male,58,15,60534.46,4,1,0,214213.38,1
1773,58226615,Lee,448,Brazil,Female,78,12,299250.47,3,1,1,114107.88,0
1774,35955176,Walker,357,USA,Male,64,2,68856.49,3,0,0,138261.12,0
1775,91718171,Lee,461,Australia,Female,45,14,80075.52,1,1,0,56860.15,0
1776,61721929,Harris,776,Canada,Male,75,2,14377.7,2,0,0,152338.9,0
1777,17778748,Anderson,406,Brazil,Female,64,6,294983.54,1,0,1,238873.51,0
1778,51654364,Wright,726,Brazil,Female,18,2,74026.25,4,1,0,26881.33,0
1779,62182965,Carter,694,UK,Female,70,11,217569.95,1,0,0,76402.48,0
1780,79055694,Nelson,485,Australia,Male,69,9,7910.56,3,1,0,178179.57,0
1781,42997728,Green,857,Brazil,Male,38,4,235020.9,1,0,1,78143.53,0
1782,87066032,Torres,745,Brazil,Male,74,12,225183.15,2,0,0,101472.77,0
1783,46159646,Cruz,747,Canada,Male,45,1,25245.85,1,1,1,83171.98,1
1784,51478073,Adams,386,USA,Male,20,2,36780.55,2,1,1,242355.18,1
1785,20717207,Campbell,548,Italy,Female,47,13,88532.78,3,1,1,129473.82,0
1786,92649491,Alvarez,739,Australia,Male,18,14,106400.38,2,1,0,46454.81,1
1787,26169764,Stewart,556,Canada,Male,76,3,235049.92,2,0,1,43737.68,0
1788,19384451,Wilson,576,Canada,Male,68,12,18356.69,2,0,0,87931.43,0
1789,81297755,Ortiz,737,Italy,Male,69,0,195071.87,2,0,0,109231.6,0
1790,86123517,Evans,815,Australia,Female,62,3,68560.18,4,1,1,82883.39,0
1791,91173011,Wood,876,Australia,Female,64,3,114740.77,5,0,0,144377.7,0
1792,30808635,King,501,USA,Female,62,2,661.19,4,1,0,219872.44,0
1793,48049943,Ramos,874,Australia,Female,35,9,87337.09,1,0,1,200220.75,0
1794,61756593,Long,479,Brazil,Male,66,14,51401.39,4,1,0,151062.16,1
1795,70111794,White,624,Italy,Female,50,14,151191.65,4,0,0,185198.54,0
1796,79472863,Martin,774,Australia,Male,32,8,47457.7,2,0,1,170669.65,1
1797,14790691,Morgan,699,USA,Female,41,2,250745.29,1,0,0,30501.49,1
1798,37950196,Robinson,516,Canada,Female,53,1,264871.7,1,1,0,164154.27,0
1799,98111969,Mendoza,752,Brazil,Male,77,6,253586.89,3,1,1,219936.23,0
1800,86961279,Miller,703,Australia,Male,51,8,294540.85,2,0,1,210058.19,0
1801,63423843,Scott,539,Italy,Female,43,5,274393.92,4,0,1,125461.79,0
1802,27066318,Nguyen,485,Australia,Male,68,13,83936.37,3,0,1,91586.09,0
1803,60277283,Richardson,347,UK,Male,57,4,94338.31,3,1,0,103788.58,0
1804,76447109,Phillips,685,USA,Male,39,0,159797.84,4,0,0,147962.93,0
1805,21186361,Anderson,507,Canada,Female,33,2,115487.29,1,0,0,111259.04,0
1806,36256629,Rivera,456,UK,Female,57,8,290973.31,2,1,1,96891.93,0
1807,76146940,Thompson,524,Italy,Female,59,7,101859.34,2,0,1,42874.52,0
1808,47998210,Lopez,443,Australia,Female,33,8,222024.71,4,1,0,39948.73,0
1809,38175911,Castillo,718,USA,Male,22,7,172608.51,2,1,1,21902.73,0
1810,71688718,Baker,410,Brazil,Male,68,0,286944.21,5,0,1,248564.59,0
1811,83195232,Anderson,764,Australia,Male,23,7,223355.29,3,0,1,100225.2,0
1812,38207970,Castillo,431,Australia,Male,59,7,91093.75,3,1,0,32075.66,0
1813,21950831,Carter,633,Australia,Female,41,4,59120.51,5,0,0,148397.42,0
1814,44812381,Lee,374,Brazil,Male,47,13,256385.48,2,1,1,173636.49,1
1815,42386345,Anderson,711,Australia,Female,54,5,273304.33,1,1,0,174982.51,0
1816,90716715,Wilson,818,USA,Female,49,15,249328.28,5,0,1,242811.91,0
1817,21360589,Adams,335,Brazil,Female,70,1,221234.87,5,0,1,65110.64,0
1818,64181889,Richardson,522,Brazil,Male,36,0,96519.01,3,0,0,225261.43,0
1819,39124900,Anderson,829,UK,Male,68,7,151611.94,1,1,1,227953.86,0
1820,55677380,Morales,540,Italy,Female,62,6,274710.88,1,0,0,122574.24,0
1821,38487589,Ortiz,433,Brazil,Female,45,3,40469.24,2,1,1,238907.83,0
1822,25648245,Clark,690,UK,Male,64,14,148475.76,1,1,1,62413.4,0
1823,43523310,Gray,401,USA,Female,25,10,106652.81,2,1,0,94784.13,0
1824,73640055,Castillo,797,Italy,Male,60,11,203246.87,4,1,1,193458.72,1
1825,82648934,Evans,810,Brazil,Female,18,6,190220.95,5,0,1,237099.76,0
1826,76500568,Phillips,836,Canada,Female,21,1,168017.2,5,1,1,33307.55,0
1827,37364435,Morales,844,UK,Male,74,10,83884.69,2,1,0,173090.83,0
1828,16491878,Reed,642,USA,Male,39,1,47865.07,2,1,1,236644.74,0
1829,41241029,Evans,305,USA,Female,39,15,235301.51,2,0,0,39193.36,0
1830,79069690,Cruz,493,USA,Female,47,6,297524.79,5,1,1,58021.53,0
1831,12844664,Phillips,436,Italy,Male,75,2,50728.22,2,0,0,174160.41,0
1832,44932801,Nelson,772,Australia,Female,44,5,22737.69,5,0,1,163553.12,0
1833,71144226,Miller,515,Canada,Female,44,13,223719.26,5,1,1,85131.89,0
1834,12090212,Adams,648,Italy,Female,30,11,103156.73,3,1,1,235090.89,1
1835,48785284,Brown,482,Italy,Female,56,11,63901.07,3,0,0,105854.78,0
1836,64503422,Morgan,467,Brazil,Female,44,14,157537.7,4,1,1,95220.87,1
1837,31320139,Jones,337,UK,Female,56,12,202564.36,4,1,1,212693.16,0
1838,35227191,Howard,770,Canada,Male,55,6,64454.71,1,0,0,146990.98,0
1839,14600108,Alvarez,751,USA,Female,74,6,298351.07,2,0,1,118879.75,1
1840,88502806,Richardson,789,Italy,Male,25,15,98467.26,5,0,1,143016.38,0
1841,79963054,Green,441,Canada,Female,29,15,94485.91,1,0,0,183478.46,0
1842,78393246,Sanders,402,UK,Female,41,14,126900.26,3,1,0,34597.92,0
1843,84304906,Brown,341,Australia,Male,35,9,223508.79,5,0,1,93408.42,1
1844,47407753,Johnson,446,Canada,Male,72,3,261977.19,1,0,1,217220.92,1
1845,57230658,Gutierrez,365,USA,Male,32,2,97195.83,3,1,1,187141.04,0
1846,29432053,Lee,492,Italy,Male,77,0,35624.22,4,0,1,32326.46,0
1847,68016013,Cooper,597,Australia,Male,33,6,76839.25,2,1,1,123164.72,0
1848,88981711,Nelson,337,UK,Female,50,8,25283.89,2,0,1,87369.66,0
1849,94928457,Brooks,801,USA,Male,27,0,189103.35,1,0,0,201335.91,0
1850,58436828,Morgan,727,Australia,Male,64,4,222208.85,3,1,1,48796.1,1
1851,66437579,Rodriguez,651,Brazil,Male,41,14,128779.96,1,1,1,49050.92,0
1852,80366045,Wood,625,Brazil,Female,62,3,285838.51,3,0,0,189275.89,0
1853,99148776,Ramirez,337,UK,Female,36,9,218257.15,3,0,0,246979.27,0
1854,61255428,Sanchez,396,USA,Female,44,1,113897.66,2,0,1,106651.2,0
1855,57602635,Brooks,407,Italy,Male,62,6,30664.16,4,0,0,217921.89,1
1856,92795008,Chavez,450,UK,Female,58,6,148111.23,4,0,0,108554.36,0
1857,20856760,Williams,373,Australia,Female,48,12,151150.66,5,1,0,169342.75,1
1858,56350911,Reed,356,USA,Female,38,7,165176.09,3,0,0,129380.48,0
1859,76575221,Jimenez,634,Brazil,Female,33,2,204734.84,2,1,0,189661.42,0
1860,58830419,Patel,551,Brazil,Male,40,5,79314.81,3,0,0,28443.91,0
1861,28720027,Carter,553,Canada,Male,31,14,745.34,5,1,0,144133.67,0
1862,33284856,Taylor,684,USA,Male,40,3,243853.42,2,0,0,249615.49,1
1863,60629738,Morales,755,Australia,Male,58,11,247061.01,3,1,1,191623.2,1
1864,85814820,Diaz,558,Australia,Male,35,10,273486.53,4,0,0,69104.63,0
1865,65757486,Thompson,764,Canada,Male,53,2,290710.99,4,0,0,86836.93,0
1866,42446436,King,333,Australia,Male,29,3,47751.43,5,1,1,176955.72,0
1867,19714891,Morgan,794,USA,Male,73,11,106161.5,4,1,1,49993.21,0
